run,		Ps3,		Ps4,		BCM1I,		BCM2I,		BCM4AI,		BCM4CI,		BCM1Q,		BCM2Q,		BCM4AQ,		BCM4CQ,		Ps3HMSCLT,		Ps4HMSCLT,		trkEff,		hTRIG3,		hTRIG4
4829,		-1,		1,		11.491,		11.63,		11.612,		13.538,		17252.459,		17459.941,		17434.016,		20325.688,		-0.2384,		0.9998,		0.9945,		2459811,		583350
5960,		-1,		1,		4.118,		4.092,		4.044,		5.626,		7228.884,		7183.178,		7098.752,		9875.21,		-0.1481,		0.9884,		0.997,		18750690,		2807691
5286,		-1,		1,		35.174,		35.313,		35.112,		41.176,		56138.702,		56361.352,		56040.259,		65718.87,		-0.5228,		0.9984,		0.9967,		3822002,		1997929
4877,		-1,		1,		4.029,		4.05,		4.025,		4.611,		4918.561,		4943.982,		4913.685,		5628.866,		-0.2137,		0.9998,		0.9968,		2582515,		552031
6269,		-1,		1,		19.968,		19.85,		19.601,		27.895,		34600.224,		34396.026,		33964.122,		48335.82,		-0.5757,		0.9919,		0.994,		2927351,		1698889
4729,		-1,		1,		4.036,		4.081,		4.049,		4.684,		4920.084,		4975.198,		4936.054,		5711.187,		-0.2156,		0.9998,		0.997,		2591095,		558144
6507,		-1,		1,		6.06,		6.012,		5.918,		8.331,		10245.237,		10164.745,		10005.705,		14084.936,		-0.2593,		0.9946,		0.9964,		5458631,		1418082
4701,		-1,		1,		11.548,		11.694,		11.65,		13.614,		6149.158,		6226.999,		6203.676,		7249.547,		-0.2403,		0.9999,		0.9964,		872698,		208303
5616,		-1,		1,		10.232,		10.177,		10.073,		14.329,		17960.597,		17865.023,		17681.505,		25152.873,		-0.1787,		0.9999,		0.9971,		1980977,		349631
6241,		-1,		1,		10.646,		10.587,		10.49,		14.872,		1674.988,		1665.808,		1650.519,		2339.967,		-0.6301,		0.9976,		0.9951,		143236,		84445
6032,		-1,		1,		15.138,		15.064,		14.862,		21.12,		23335.88,		23221.995,		22911.638,		32558.054,		-0.2443,		0.9957,		0.9964,		4225588,		1029274
6197,		3,		-1,		27.049,		26.914,		26.568,		37.798,		19880.151,		19780.324,		19526.035,		27780.213,		1.0,		-0.3334,		0.9965,		570878,		377129
4801,		-1,		1,		7.871,		7.961,		7.911,		9.217,		12251.677,		12391.462,		12314.568,		14347.027,		-0.2081,		0.9987,		0.9956,		6552625,		1357106
5648,		-1,		1,		17.53,		17.445,		17.31,		24.706,		29958.522,		29813.513,		29582.737,		42223.441,		-0.2595,		1.0,		0.9974,		766464,		194962
6284,		-1,		1,		29.856,		29.713,		29.323,		41.712,		45626.771,		45409.053,		44811.911,		63745.797,		-0.6606,		0.9985,		0.995,		1294040,		852895
6321,		-1,		1,		10.021,		9.967,		9.833,		13.939,		17129.633,		17037.59,		16808.329,		23826.482,		-0.6896,		0.9999,		0.9965,		534219,		367386
5776,		-1,		1,		19.851,		19.736,		19.474,		27.726,		35371.089,		35167.33,		34699.629,		49403.204,		-0.2477,		1.0,		0.9976,		887740,		217699
5828,		-1,		1,		11.984,		11.931,		11.802,		16.817,		19879.564,		19791.806,		19577.545,		27898.11,		-0.1721,		0.9999,		0.9965,		2190057,		372892
1610,		17,		-1,		13.978,		13.989,		13.953,		13.973,		21095.093,		21111.869,		21056.958,		21088.136,		0.9736,		-0.0579,		0.9972,		26582224,		21779334
2804,		-1,		1,		13.311,		13.281,		13.174,		13.348,		30784.833,		30713.612,		30467.999,		30870.547,		-0.7221,		0.9962,		0.9975,		6385745,		4626465
5876,		-1,		1,		19.708,		19.656,		19.483,		27.785,		34180.653,		34090.822,		33791.055,		48189.579,		-0.2484,		1.0,		0.9968,		866893,		213200
5390,		-1,		1,		15.487,		15.517,		15.428,		18.079,		27262.749,		27315.296,		27158.164,		31824.575,		-0.531,		0.999,		0.997,		1914086,		1016223
6411,		-1,		1,		11.012,		10.939,		10.787,		15.319,		18824.294,		18699.589,		18438.85,		26186.628,		-0.3138,		0.999,		0.9972,		2556206,		800334
5728,		-1,		1,		9.779,		9.723,		9.624,		13.678,		15982.242,		15890.014,		15729.438,		22353.796,		-0.1797,		0.9998,		0.9962,		1764416,		312126
6528,		-1,		1,		10.876,		10.81,		10.643,		15.092,		21152.292,		21024.02,		20699.073,		29351.884,		-0.3062,		0.9977,		0.9963,		3645902,		1115348
5611,		-1,		1,		10.043,		9.987,		9.881,		14.051,		16668.806,		16577.116,		16401.129,		23321.428,		-0.1787,		0.9999,		0.9964,		1835964,		324229
4858,		-1,		1,		11.777,		11.907,		11.851,		13.804,		20711.329,		20940.768,		20840.979,		24276.445,		-0.2368,		0.9998,		0.9964,		2953202,		698999
6035,		-1,		1,		15.676,		15.602,		15.387,		21.87,		27284.779,		27154.897,		26781.814,		38065.288,		-0.2427,		0.9966,		0.9963,		4933700,		1199208
6190,		-1,		1,		28.399,		28.27,		27.927,		39.733,		47372.554,		47158.284,		46585.843,		66278.311,		-0.6603,		0.9993,		0.9965,		1359569,		896691
5462,		-1,		1,		17.455,		17.558,		17.494,		20.491,		28222.636,		28388.839,		28285.275,		33132.504,		-0.5309,		0.999,		0.9964,		1981991,		1049577
5599,		-1,		1,		17.751,		17.656,		17.489,		24.941,		31460.996,		31293.842,		30996.98,		44203.87,		-0.2561,		0.9999,		0.9974,		803202,		203067
3507,		1,		-1,		26.961,		28.077,		27.848,		31.92,		26747.398,		27854.793,		27627.621,		31667.478,		0.9992,		-1.0002,		0.9976,		848639,		560197
4806,		-1,		2,		7.904,		7.995,		7.958,		9.272,		7136.988,		7219.044,		7185.852,		8371.783,		-0.1035,		0.9971,		0.9953,		3822451,		792798
5911,		-1,		1,		6.683,		6.644,		6.579,		9.278,		9895.425,		9838.247,		9741.715,		13736.966,		-0.1885,		0.9952,		0.9972,		6425051,		1111097
6218,		-1,		1,		21.652,		21.555,		21.3,		30.314,		27493.57,		27370.462,		27046.075,		38492.932,		-0.6793,		0.9996,		0.9955,		787386,		523530
5771,		-1,		3,		10.133,		10.066,		9.924,		14.074,		9779.523,		9715.01,		9578.275,		13583.193,		-0.0585,		1.0,		0.9971,		1079339,		188531
4666,		-1,		1,		5.803,		5.885,		5.846,		6.802,		9895.259,		10034.891,		9968.408,		11598.596,		-0.2115,		0.9985,		0.9966,		5270728,		1111346
6448,		5,		-1,		10.947,		10.877,		10.737,		15.248,		3217.272,		3196.729,		3155.413,		4481.293,		0.9999,		-0.2007,		0.9968,		516305,		158906
6283,		-1,		1,		29.591,		29.45,		29.06,		41.333,		51317.924,		51073.195,		50396.518,		71680.956,		-0.6594,		0.9993,		0.9948,		1456162,		960031
6326,		-1,		1,		19.726,		19.619,		19.367,		27.519,		34094.625,		33908.945,		33473.957,		47564.392,		-0.5773,		0.9928,		0.9966,		2884897,		1676305
4938,		-1,		1,		7.75,		7.821,		7.742,		8.971,		13600.578,		13724.261,		13585.342,		15742.715,		-0.206,		0.9987,		0.9964,		7297876,		1502361
1617,		17,		-1,		13.378,		14.021,		13.978,		13.996,		24679.291,		25866.615,		25786.91,		25819.874,		0.9992,		-0.0595,		0.9972,		32562802,		26698804
5397,		-1,		1,		7.719,		7.731,		7.673,		8.936,		11347.896,		11364.973,		11279.777,		13136.0,		-0.4405,		0.9993,		0.9971,		2531484,		1109898
5871,		-1,		1,		6.071,		6.063,		5.991,		8.447,		10288.558,		10275.05,		10153.504,		14316.231,		-0.1973,		1.0,		0.9972,		1155083,		224483
4638,		-1,		1,		10.388,		10.482,		10.415,		12.161,		17821.728,		17982.183,		17867.511,		20863.685,		-0.2422,		0.9997,		0.9968,		2534732,		609494
5707,		-1,		1,		5.158,		5.131,		5.078,		7.139,		8314.057,		8269.715,		8183.794,		11505.838,		-0.2123,		1.0,		0.9963,		932927,		191623
4610,		-1,		1,		3.144,		3.157,		3.139,		3.612,		5641.76,		5666.087,		5633.239,		6481.773,		-0.2212,		0.9995,		0.9973,		2932992,		647298
5574,		-1,		1,		17.231,		17.137,		16.955,		24.16,		28361.503,		28205.652,		27905.927,		39766.028,		-0.175,		0.9999,		0.9963,		1473149,		249969
3962,		-1,		1,		9.913,		9.891,		9.801,		11.428,		12475.781,		12448.319,		12335.002,		14382.101,		-0.711,		0.9981,		0.9971,		3376407,		2403989
6086,		9,		-1,		7.815,		7.793,		7.652,		10.843,		6054.243,		6037.22,		5928.087,		8400.522,		0.997,		-0.1129,		0.997,		4398651,		878611
6123,		-1,		1,		8.107,		8.061,		7.936,		11.266,		13716.288,		13638.243,		13426.87,		19060.57,		-0.2096,		0.9984,		0.9966,		3607867,		753881
5859,		-1,		1,		12.223,		12.178,		12.064,		17.19,		23085.556,		23000.441,		22785.412,		32467.296,		-0.1704,		0.9997,		0.9961,		2541082,		432544
4910,		-1,		1,		5.955,		6.017,		5.956,		6.877,		7394.439,		7471.535,		7395.726,		8539.433,		-0.2082,		0.9989,		0.9965,		3944323,		820487
5807,		-1,		1,		20.033,		19.93,		19.707,		28.086,		37494.504,		37301.578,		36883.142,		52564.957,		-0.2461,		1.0,		0.9967,		944138,		230529
5244,		-1,		1,		29.255,		29.291,		29.06,		34.11,		51375.671,		51438.905,		51033.769,		59901.514,		-0.5244,		0.9983,		0.9968,		3470900,		1822750
4598,		-1,		1,		2.273,		2.285,		2.301,		2.654,		4127.337,		4147.835,		4177.046,		4818.767,		-0.3168,		1.0,		0.998,		605479,		189341
3662,		-1,		1,		18.22,		19.439,		19.415,		22.351,		42561.587,		45410.709,		45352.651,		52211.914,		-0.6679,		0.9988,		0.9964,		1389577,		928060
6460,		-1,		1,		6.135,		6.09,		5.995,		8.439,		10528.322,		10450.352,		10287.122,		14482.116,		-0.2583,		0.994,		0.9972,		5617377,		1457284
1961,		-1,		1,		9.114,		9.56,		9.522,		9.554,		6811.356,		7144.672,		7115.75,		7139.871,		-0.6809,		1.0,		0.9972,		87353,		58063
6230,		-1,		1,		18.849,		18.745,		18.527,		26.384,		17858.691,		17759.631,		17553.039,		24997.127,		-0.5254,		0.9995,		0.9951,		660660,		345876
6395,		-1,		1,		9.985,		9.918,		9.764,		13.837,		11757.674,		11679.214,		11497.529,		16293.838,		-0.5926,		0.9993,		0.997,		1008881,		597037
2080,		9,		-1,		7.255,		7.252,		7.213,		7.211,		8728.673,		8724.926,		8678.01,		8676.348,		0.9535,		-0.1069,		0.9975,		14902992,		11845464
5667,		-1,		1,		10.024,		9.972,		9.885,		14.064,		17653.73,		17561.361,		17409.169,		24768.886,		-0.1797,		0.9999,		0.996,		1945895,		344416
6043,		9,		-1,		16.05,		15.981,		15.739,		22.359,		17010.37,		16937.815,		16680.475,		23697.355,		0.9994,		-0.1119,		0.9965,		3075736,		747331
5939,		-1,		1,		7.201,		7.157,		7.061,		9.991,		10816.93,		10750.805,		10606.828,		15007.985,		-0.1731,		0.996,		0.9964,		7028616,		1216012
5414,		-1,		1,		7.846,		7.86,		7.804,		9.085,		13221.967,		13245.516,		13151.468,		15309.378,		-0.4406,		0.9989,		0.9971,		2947058,		1293081
5324,		-1,		1,		28.322,		28.4,		28.181,		33.029,		48790.959,		48925.24,		48547.531,		56899.282,		-0.524,		0.998,		0.9969,		3350679,		1758567
5281,		-1,		1,		28.128,		28.214,		27.991,		32.828,		46427.668,		46569.682,		46200.087,		54184.357,		-0.5251,		0.9992,		0.9967,		3180173,		1668944
4870,		-1,		1,		7.76,		7.84,		7.761,		9.009,		12807.266,		12939.825,		12808.21,		14868.222,		-0.2077,		0.9993,		0.9967,		6876070,		1423392
5967,		-1,		1,		4.115,		4.089,		4.046,		5.629,		4885.598,		4854.538,		4803.145,		6682.476,		-0.1644,		0.9966,		0.9969,		4145289,		675875
5639,		-1,		3,		10.227,		10.175,		10.092,		14.364,		9575.595,		9526.453,		9448.413,		13448.672,		-0.0589,		1.0,		0.9955,		1054656,		185472
6500,		-1,		1,		6.275,		6.234,		6.129,		8.635,		11768.709,		11693.464,		11496.111,		16196.368,		-0.0885,		0.9915,		0.9862,		19023911,		1696018
2615,		-1,		-1,		4.991,		5.008,		4.985,		5.015,		6515.909,		6537.814,		6508.609,		6547.276,		-0.1841,		-0.2556,		0.9972,		1771042,		1275448
6219,		-1,		1,		25.585,		25.459,		25.164,		35.825,		46604.251,		46374.26,		45837.204,		65256.929,		-0.6633,		0.9994,		0.9956,		1320037,		873403
5598,		-1,		1,		17.869,		17.774,		17.601,		25.105,		30535.926,		30373.512,		30077.487,		42901.726,		-0.2558,		1.0,		0.9972,		780831,		197183
5910,		-1,		1,		7.085,		7.047,		6.982,		9.87,		1571.39,		1562.817,		1548.386,		2188.892,		-0.1968,		0.9952,		0.9974,		1021496,		176728
6191,		-1,		1,		28.248,		28.139,		27.828,		39.598,		47134.755,		46953.199,		46433.317,		66073.912,		-0.6594,		0.9979,		0.9965,		1354139,		893434
6034,		-1,		1,		14.902,		15.068,		14.623,		20.774,		23537.949,		23799.369,		23096.306,		32811.702,		-0.2438,		0.9952,		0.9963,		4252689,		1035331
4859,		-1,		1,		7.918,		8.004,		7.95,		9.246,		9366.351,		9467.551,		9403.74,		10936.677,		-0.2457,		0.9999,		0.9958,		1342019,		329146
5463,		-1,		1,		17.796,		17.9,		17.843,		20.898,		15629.063,		15720.618,		15670.204,		18353.624,		-0.5292,		0.9995,		0.9962,		1097400,		580770
6247,		-1,		2,		19.026,		19.003,		18.77,		26.722,		15408.776,		15390.189,		15201.778,		21641.272,		-0.2904,		0.9976,		1.0,		1307775,		760078
5610,		-1,		1,		10.198,		10.142,		10.032,		14.271,		15292.929,		15208.523,		15044.35,		21400.851,		-0.1802,		0.9999,		0.9967,		1687681,		297286
4707,		-1,		1,		7.724,		7.815,		7.772,		9.066,		4243.134,		4293.019,		4269.514,		4980.133,		-0.2088,		0.9995,		0.9968,		2268854,		472996
6529,		-1,		1,		11.175,		11.094,		10.933,		15.514,		19759.383,		19616.002,		19330.11,		27429.521,		-0.3048,		0.9983,		0.9964,		3402104,		1037655
4639,		-1,		1,		10.684,		10.783,		10.711,		12.509,		18990.651,		19166.399,		19038.38,		22233.203,		-0.2407,		0.9997,		0.997,		2693968,		646445
5396,		-1,		1,		15.054,		15.084,		14.997,		17.574,		25071.037,		25120.003,		24976.008,		29266.994,		-0.4128,		0.9983,		0.997,		2272640,		929543
5870,		-1,		1,		8.121,		8.1,		8.005,		11.386,		8900.349,		8877.381,		8773.606,		12478.746,		-0.186,		1.0,		0.997,		988596,		180461
2802,		3,		-1,		19.843,		19.808,		19.666,		19.94,		25144.601,		25100.704,		24920.513,		25267.586,		0.987,		-0.3312,		0.9974,		5229299,		3762597
4939,		-1,		1,		7.821,		7.89,		7.81,		9.052,		13325.269,		13443.19,		13305.882,		15422.19,		-0.2058,		0.9985,		0.9964,		7145309,		1471255
6449,		5,		-1,		11.113,		11.038,		10.903,		15.487,		4221.877,		4193.214,		4142.112,		5883.498,		1.0,		-0.201,		0.9975,		677670,		208709
3125,		-1,		1,		21.688,		35.528,		21.459,		24.558,		22777.893,		37313.729,		22537.212,		25792.515,		-0.7858,		0.9907,		0.9976,		4397588,		3487506
5770,		-1,		1,		5.097,		5.061,		4.988,		6.998,		10034.509,		9964.334,		9820.081,		13776.559,		-0.2407,		1.0,		0.9972,		1129708,		229974
4667,		-1,		1,		7.728,		7.841,		7.802,		9.104,		12846.014,		13034.429,		12969.049,		15134.005,		-0.2095,		0.9959,		0.9965,		6877627,		1434842
6327,		-1,		1,		18.623,		18.522,		18.294,		25.991,		31046.508,		30877.182,		30497.736,		43329.005,		-0.5768,		0.9904,		0.9967,		2629724,		1529084
6282,		-1,		1,		28.625,		28.481,		28.105,		39.97,		47101.831,		46865.145,		46246.208,		65770.359,		-0.6603,		0.9976,		0.995,		1334636,		881418
1960,		-1,		1,		9.419,		9.886,		9.846,		9.882,		509.226,		534.472,		532.3,		534.245,		-0.6835,		1.0,		0.9984,		6415,		4201
6461,		-1,		1,		6.25,		6.205,		6.107,		8.603,		10789.944,		10713.071,		10543.558,		14852.963,		-0.2584,		0.9956,		0.9973,		5762138,		1493919
5245,		-1,		1,		28.613,		28.65,		28.429,		33.383,		43976.324,		44033.395,		43694.189,		51307.715,		-0.525,		0.9974,		0.997,		2970535,		1560082
4911,		-1,		1,		4.131,		4.174,		4.141,		4.743,		4991.028,		5043.022,		5002.741,		5729.87,		-0.2127,		0.9998,		0.9964,		2641087,		561877
5806,		-1,		1,		19.551,		19.451,		19.231,		27.403,		35416.605,		35236.378,		34836.869,		49642.284,		-0.2502,		1.0,		0.9971,		892111,		220402
4599,		-1,		1,		4.985,		5.007,		4.95,		5.744,		4104.659,		4122.4,		4076.025,		4729.317,		-0.2678,		0.9999,		0.9969,		587523,		155210
3963,		-1,		-1,		14.455,		14.436,		14.319,		16.68,		16753.179,		16731.158,		16595.852,		19332.909,		-0.0479,		-0.0676,		0.9969,		4552619,		3227095
5575,		-1,		1,		10.082,		10.021,		9.901,		14.074,		17319.59,		17215.426,		17008.688,		24177.465,		-0.1896,		0.9999,		0.9964,		1908517,		335085
6122,		-1,		1,		8.22,		8.187,		8.059,		11.443,		14115.646,		14059.354,		13839.912,		19650.165,		-0.2088,		0.9985,		0.9965,		3714456,		773558
5858,		-1,		1,		12.244,		12.199,		12.085,		17.218,		22258.683,		22176.992,		21969.442,		31301.172,		-0.1698,		0.9993,		0.9963,		2451458,		416147
6087,		-1,		1,		8.093,		8.064,		7.942,		11.277,		14197.867,		14147.203,		13934.007,		19783.808,		-0.1978,		0.9889,		0.9965,		10318747,		2062191
5706,		-1,		1,		7.177,		7.139,		7.062,		10.019,		8268.635,		8224.647,		8136.411,		11542.839,		-0.1906,		0.9999,		0.9954,		918255,		173016
4611,		-1,		1,		3.1,		3.114,		3.098,		3.562,		5621.043,		5646.006,		5617.368,		6458.989,		-0.2193,		0.9883,		0.9976,		2912484,		644767
6501,		-1,		1,		6.117,		6.082,		5.975,		8.41,		11140.14,		11077.747,		10881.428,		15317.107,		-0.0888,		0.9921,		0.9875,		18008197,		1609358
5638,		-1,		1,		5.153,		5.125,		5.075,		7.137,		9223.619,		9175.125,		9085.424,		12776.689,		-0.2085,		1.0,		0.9964,		1035519,		211535
4871,		-1,		1,		7.797,		7.878,		7.814,		9.072,		13139.217,		13276.014,		13167.179,		15286.842,		-0.207,		0.9988,		0.9969,		7057376,		1458462
5280,		-1,		1,		27.484,		27.574,		27.361,		32.086,		42402.007,		42541.206,		42212.146,		49502.048,		-0.526,		0.999,		0.9968,		2910835,		1528044
5966,		-1,		1,		4.205,		4.181,		4.126,		5.744,		1285.725,		1278.438,		1261.651,		1756.243,		-0.1733,		0.9957,		0.9971,		1091618,		177943
5325,		-1,		1,		18.424,		18.468,		18.306,		21.439,		20418.034,		20467.23,		20287.77,		23759.761,		-0.5303,		0.9996,		0.9971,		1420311,		752119
6042,		-1,		3,		16.213,		16.161,		15.954,		22.659,		22368.454,		22296.801,		22010.421,		31261.297,		-0.0809,		0.9991,		0.9965,		4049153,		982333
5938,		-1,		1,		7.062,		7.021,		6.931,		9.8,		11708.611,		11641.161,		11492.394,		16248.741,		-0.1733,		0.9953,		0.9962,		7606543,		1315339
5415,		-1,		1,		8.012,		8.03,		7.97,		9.278,		13913.83,		13944.582,		13841.241,		16112.662,		-0.4386,		0.9986,		0.9971,		3103804,		1362726
6394,		-1,		1,		14.75,		14.661,		14.469,		20.57,		18340.455,		18229.562,		17991.519,		25577.374,		-0.5842,		0.9967,		0.9967,		1559188,		911912
6231,		-1,		1,		19.792,		19.683,		19.459,		27.714,		33017.988,		32836.664,		32463.134,		46233.126,		-0.58,		0.9948,		0.9952,		2789752,		1620409
5666,		-1,		1,		10.228,		10.175,		10.084,		14.349,		17686.995,		17594.625,		17436.608,		24812.611,		-0.1789,		0.9999,		0.9963,		1947871,		343195
3948,		-1,		1,		18.868,		18.882,		18.75,		21.846,		21824.825,		21841.782,		21688.698,		25269.84,		-0.7503,		0.9985,		0.9969,		2231637,		1676434
5395,		-1,		3,		14.834,		14.867,		14.788,		17.326,		9773.677,		9795.428,		9742.943,		11415.08,		-0.1799,		1.0,		0.9972,		686911,		365797
6109,		-1,		1,		16.074,		15.994,		15.778,		22.444,		29552.936,		29405.784,		29009.053,		41263.729,		-0.2438,		0.9964,		0.9966,		5344672,		1298784
5688,		-1,		1,		17.578,		17.495,		17.374,		24.788,		29639.774,		29500.02,		29295.613,		41798.365,		-0.174,		1.0,		0.9957,		1538825,		260228
6414,		-1,		1,		11.139,		11.106,		10.933,		15.518,		19283.738,		19225.948,		18927.683,		26864.566,		-0.3121,		0.9987,		0.9971,		2629526,		820576
6281,		-1,		1,		27.514,		27.379,		27.02,		38.425,		44804.83,		44584.443,		43999.841,		62572.032,		-0.6611,		0.9983,		0.9949,		1273506,		841297
6324,		-1,		1,		19.081,		19.006,		18.79,		26.712,		27737.419,		27628.369,		27315.267,		38830.174,		-0.5295,		0.9993,		0.9969,		1024587,		536645
4664,		-1,		1,		6.623,		6.716,		6.683,		7.786,		9030.947,		9157.753,		9112.661,		10617.435,		-0.2202,		0.9992,		0.9963,		2014919,		435981
5773,		-1,		1,		12.409,		12.331,		12.168,		17.292,		3589.705,		3567.031,		3519.984,		5002.3,		-0.2882,		0.9999,		0.9976,		94741,		26363
5913,		-1,		1,		6.987,		6.942,		6.84,		9.664,		9857.84,		9794.461,		9650.364,		13633.686,		-0.1738,		0.9957,		0.9972,		6414054,		1106273
4804,		-1,		1,		5.986,		6.053,		6.019,		6.995,		7105.794,		7185.33,		7145.222,		8303.5,		-0.21,		0.9993,		0.9959,		3783294,		794111
6069,		-1,		1,		4.051,		6.214,		3.98,		5.526,		4414.374,		6770.728,		4336.356,		6020.995,		-0.2061,		0.9976,		0.997,		3151278,		647813
3828,		-1,		1,		9.994,		10.009,		10.014,		11.759,		13416.18,		13435.381,		13443.179,		15785.371,		-0.5182,		0.6311,		0.9942,		16913999,		13887966
4704,		-1,		1,		14.343,		14.513,		14.469,		16.905,		10030.148,		10148.845,		10117.669,		11821.56,		-0.2051,		0.9979,		0.9967,		5396076,		1108655
5613,		-1,		1,		9.668,		9.614,		9.523,		13.537,		3780.231,		3759.35,		3723.517,		5293.005,		-0.2271,		1.0,		0.997,		416661,		74040
6244,		-1,		1,		14.521,		14.45,		14.268,		20.303,		13411.219,		13345.322,		13177.383,		18751.543,		-0.5878,		0.9956,		0.9944,		1140685,		667939
5460,		-1,		1,		9.676,		9.726,		9.667,		11.31,		7461.058,		7500.102,		7453.954,		8721.118,		-0.431,		0.9865,		0.9965,		1667398,		726910
6037,		-1,		1,		16.16,		16.097,		15.869,		22.557,		28600.05,		28489.317,		28085.548,		39922.297,		-0.2415,		0.9949,		0.9963,		5175366,		1255516
6192,		-1,		1,		29.08,		28.964,		28.565,		40.63,		18410.896,		18337.321,		18084.715,		25723.235,		-0.6768,		0.9995,		0.9963,		527908,		348072
5326,		-1,		1,		9.876,		9.89,		9.786,		11.457,		17192.096,		17216.327,		17036.26,		19944.643,		-0.5433,		0.9998,		0.997,		1225946,		664078
4231,		1,		-1,		19.623,		19.756,		19.734,		23.125,		22864.491,		23020.128,		22994.213,		26945.146,		0.9832,		-0.9851,		0.995,		887066,		620504
5965,		-1,		1,		4.137,		4.112,		4.064,		5.656,		7127.173,		7085.079,		7002.291,		9743.794,		-0.1633,		0.998,		0.9968,		6045714,		987046
5283,		-1,		1,		28.395,		28.475,		28.251,		33.137,		48295.118,		48431.496,		48050.362,		56360.894,		-0.5257,		0.999,		0.9967,		3303390,		1734246
4872,		-1,		1,		7.848,		7.928,		7.841,		9.096,		14431.704,		14578.77,		14418.686,		16728.07,		-0.2067,		0.9992,		0.9968,		7747050,		1601152
2617,		1,		-1,		6.788,		6.826,		6.795,		6.856,		7942.573,		7986.535,		7950.16,		8022.057,		0.9971,		-0.9998,		0.9976,		2167339,		1555991
6502,		-1,		1,		6.141,		6.097,		6.0,		8.45,		1468.858,		1458.313,		1435.231,		2021.138,		-0.0893,		0.9953,		0.9896,		2369598,		211597
4689,		-1,		1,		11.475,		11.634,		11.596,		13.55,		20154.563,		20433.658,		20366.828,		23798.789,		-0.2391,		0.9997,		0.9966,		2865250,		682966
5665,		-1,		1,		10.183,		10.13,		10.038,		14.283,		18060.91,		17966.969,		17804.767,		25333.002,		-0.1771,		0.9998,		0.9962,		1989790,		350996
6232,		-1,		1,		19.479,		19.394,		19.172,		27.303,		35925.577,		35768.589,		35358.694,		50354.317,		-0.5788,		0.9948,		0.9953,		3039818,		1766051
6397,		-1,		1,		29.201,		29.043,		28.739,		40.879,		40065.682,		39849.58,		39432.886,		56090.114,		-0.6608,		0.9983,		0.9965,		1139969,		751189
