run,		Ps3,		Ps4,		BCM1I,		BCM2I,		BCM4AI,		BCM4CI,		BCM1Q,		BCM2Q,		BCM4AQ,		BCM4CQ,		Ps3HMSCLT,		Ps4HMSCLT,		trkEff,		hTRIG3,		hTRIG4
6047,		-1,		1,		8.004,		7.969,		7.832,		11.108,		13573.897,		13514.938,		13282.035,		18838.483,		-0.1985,		0.9916,		0.9965,		9850581,		1967845
5410,		-1,		1,		7.978,		7.993,		7.934,		9.24,		13759.506,		13784.57,		13682.835,		15934.869,		-0.4382,		0.9994,		0.9971,		3068224,		1344012
6391,		-1,		1,		20.014,		19.907,		19.629,		27.913,		4217.941,		4195.27,		4136.646,		5882.532,		-0.5783,		0.9927,		0.9968,		357803,		207451
6234,		-1,		1,		20.109,		20.023,		19.792,		28.19,		18255.215,		18177.709,		17967.836,		25591.819,		-0.5764,		0.9921,		0.9951,		1547493,		896988
5663,		-1,		1,		10.103,		10.051,		9.963,		14.176,		16350.616,		16266.768,		16123.618,		22941.305,		-0.1794,		0.9999,		0.9958,		1802607,		317908
3193,		-1,		1,		9.885,		64.283,		9.779,		11.212,		23236.111,		151106.846,		22986.833,		26354.756,		-0.7528,		0.9884,		0.9978,		11216626,		8542658
6504,		-1,		1,		10.159,		10.105,		9.976,		14.156,		8118.486,		8074.882,		7972.019,		11312.336,		-0.3234,		0.9975,		0.9967,		1396182,		428177
5798,		-1,		1,		10.199,		10.147,		10.017,		14.234,		13256.362,		13188.204,		13020.148,		18501.326,		-0.1934,		0.9999,		0.997,		1464868,		255533
1805,		17,		-1,		11.91,		12.448,		12.387,		12.418,		20000.988,		20904.966,		20801.782,		20853.737,		0.9998,		-0.0591,		0.9971,		4387958,		3168852
3068,		-1,		1,		22.868,		22.863,		22.745,		26.211,		51922.038,		51911.086,		51642.407,		59513.419,		-0.6575,		0.9747,		0.9976,		14749699,		9946602
4874,		-1,		1,		7.74,		7.819,		7.736,		8.97,		13317.998,		13453.194,		13311.083,		15434.62,		-0.2069,		0.9997,		0.9967,		7150997,		1478130
6019,		-1,		1,		8.089,		8.04,		7.921,		11.236,		13741.676,		13658.668,		13455.861,		19087.731,		-0.198,		0.9906,		0.9962,		9954037,		1986986
5285,		-1,		1,		28.822,		28.947,		28.746,		33.72,		50704.777,		50923.651,		50571.569,		59321.093,		-0.5242,		0.9989,		0.9966,		3468502,		1819455
5963,		-1,		1,		4.842,		4.811,		4.741,		6.634,		4553.679,		4524.245,		4459.126,		6239.137,		-0.1813,		0.9989,		0.9972,		2938306,		519917
5320,		-1,		1,		28.3,		28.394,		28.179,		33.035,		48683.954,		48846.121,		48475.756,		56829.217,		-0.5231,		0.9971,		0.9969,		3351325,		1757490
3325,		-1,		1,		22.116,		22.653,		22.582,		26.014,		17660.382,		18089.296,		18032.695,		20773.167,		-0.7861,		0.9872,		0.9973,		3421904,		2724258
5570,		-1,		1,		9.006,		8.951,		8.839,		12.566,		7539.868,		7493.526,		7399.916,		10520.44,		-0.3292,		0.9999,		0.9963,		208625,		64806
6127,		-1,		1,		8.178,		8.14,		8.015,		11.38,		11089.8,		11038.222,		10868.804,		15432.731,		-0.1987,		0.9887,		0.9965,		8047689,		1609193
6082,		-1,		3,		15.964,		15.874,		15.623,		22.185,		14562.164,		14480.502,		14251.448,		20236.594,		-0.081,		0.9997,		0.9965,		2628581,		637315
5703,		-1,		1,		10.167,		10.115,		10.022,		14.258,		17909.557,		17817.168,		17653.194,		25115.904,		-0.1776,		0.9999,		0.996,		1973185,		348548
4614,		-1,		1,		3.044,		3.045,		3.031,		3.488,		5268.194,		5269.486,		5245.991,		6035.973,		-0.2199,		0.9869,		0.9976,		2716569,		601855
4081,		-1,		1,		19.528,		19.512,		19.469,		22.806,		23418.94,		23400.582,		23348.411,		27351.079,		-0.7606,		0.9989,		0.9961,		1920931,		1462408
1965,		-1,		1,		25.81,		25.821,		25.749,		25.822,		39134.865,		39152.219,		39043.095,		39152.726,		-0.6165,		0.9999,		0.9974,		404395,		234993
6464,		-1,		1,		6.191,		6.142,		6.038,		8.501,		10444.364,		10361.743,		10186.206,		14342.484,		-0.2585,		0.9941,		0.9973,		5574077,		1446056
5240,		-1,		1,		28.274,		28.307,		28.086,		32.967,		48591.18,		48646.758,		48267.993,		56655.327,		-0.5233,		0.9967,		0.9969,		3285759,		1723528
4914,		-1,		1,		11.646,		11.772,		11.699,		13.59,		21050.656,		21279.123,		21147.315,		24564.395,		-0.2352,		0.9997,		0.9967,		3017789,		709585
5803,		-1,		1,		7.166,		7.125,		7.023,		9.949,		8047.263,		8001.238,		7886.036,		11171.845,		-0.2171,		1.0,		0.9971,		894928,		167107
4899,		-1,		1,		7.701,		7.783,		7.748,		8.986,		10166.725,		10274.236,		10228.273,		11862.742,		-0.2037,		0.981,		0.9963,		5456928,		1128482
5268,		-1,		1,		14.214,		14.244,		14.118,		16.555,		25070.72,		25123.12,		24900.738,		29197.971,		-0.434,		0.9956,		0.9968,		5594026,		2426690
5775,		-1,		1,		20.193,		20.083,		19.813,		28.206,		37159.683,		36956.353,		36459.911,		51906.067,		-0.2451,		0.9999,		0.9971,		933903,		228324
4662,		-1,		1,		10.48,		10.628,		10.589,		12.384,		18845.081,		19110.9,		19041.237,		22268.886,		-0.2419,		0.9997,		0.9964,		2682550,		644350
6322,		-1,		3,		30.067,		29.992,		29.703,		42.255,		27189.419,		27121.366,		26859.885,		38210.919,		-0.2193,		0.9993,		0.9965,		778564,		512617
6287,		-1,		1,		28.819,		28.662,		28.291,		40.241,		48619.74,		48354.586,		47728.165,		67888.94,		-0.6595,		0.9988,		0.9952,		1377245,		908021
2707,		1,		-1,		18.638,		18.59,		18.505,		18.76,		21568.962,		21513.005,		21414.562,		21710.236,		0.9963,		-0.9991,		0.9977,		2338999,		1759669
4799,		-1,		1,		7.729,		7.814,		7.761,		9.035,		12685.829,		12825.237,		12738.685,		14829.971,		-0.2081,		0.9992,		0.9959,		6786813,		1409400
6412,		-1,		1,		10.902,		10.828,		10.673,		15.15,		19055.392,		18926.227,		18654.984,		26481.432,		-0.3145,		0.9992,		0.9971,		2586239,		809561
5393,		-1,		1,		15.168,		15.199,		15.112,		17.709,		25065.134,		25116.295,		24972.114,		29264.284,		-0.5321,		0.9989,		0.9971,		1761205,		936014
5875,		-1,		1,		19.814,		19.777,		19.6,		27.949,		34358.531,		34295.225,		33988.319,		48465.108,		-0.2478,		1.0,		0.9966,		870993,		213783
5558,		-1,		1,		5.13,		5.096,		5.025,		7.057,		9378.279,		9315.454,		9186.022,		12900.132,		-0.2079,		1.0002,		0.9974,		1053601,		215206
5308,		-1,		1,		18.7,		18.729,		18.579,		21.776,		31817.915,		31866.294,		31611.134,		37050.467,		-0.431,		0.996,		0.9969,		7097446,		3067840
6194,		-1,		1,		19.12,		19.027,		18.805,		26.756,		19759.994,		19663.48,		19434.337,		27651.549,		-0.6719,		0.9991,		0.9963,		579463,		387386
6242,		-1,		1,		18.686,		18.624,		18.397,		26.189,		32401.329,		32292.962,		31900.77,		45411.003,		-0.5817,		0.995,		0.9945,		2745469,		1595351
5615,		-1,		1,		10.057,		10.003,		9.903,		14.084,		17289.45,		17197.025,		17025.646,		24212.976,		-0.1804,		1.0004,		0.9966,		1903691,		337337
4702,		-1,		1,		18.599,		18.84,		18.795,		21.951,		11452.525,		11601.121,		11573.623,		13516.83,		-0.2036,		0.9996,		0.996,		2554295,		518741
5438,		-1,		1,		12.636,		12.629,		12.535,		14.663,		25306.093,		25291.338,		25103.27,		29364.321,		-0.4122,		0.9992,		0.997,		2296006,		946046
4802,		-1,		1,		7.905,		7.995,		7.952,		9.265,		13788.808,		13944.932,		13870.03,		16160.316,		-0.2068,		0.9978,		0.9956,		7371501,		1526922
5915,		-1,		1,		6.963,		6.918,		6.815,		9.628,		5044.996,		5012.517,		4937.795,		6975.906,		-0.1734,		0.9921,		0.9972,		3275753,		566193
5356,		-1,		1,		18.703,		18.729,		18.61,		21.768,		30922.805,		30965.921,		30770.102,		35991.461,		-0.5264,		0.9994,		0.9971,		2147877,		1128749
5321,		-1,		1,		27.723,		27.803,		27.588,		32.336,		45574.513,		45706.954,		45353.508,		53158.285,		-0.5242,		0.9971,		0.9969,		3137473,		1647363
5284,		-1,		1,		29.165,		29.263,		29.031,		34.048,		52479.596,		52656.08,		52237.898,		61265.721,		-0.5241,		0.9992,		0.9968,		3577407,		1876122
6018,		-1,		1,		8.19,		8.135,		8.009,		11.369,		490.416,		487.14,		479.594,		680.746,		-0.2026,		0.9808,		0.9968,		355584,		71114
4875,		-1,		1,		7.813,		7.888,		7.826,		9.092,		6244.278,		6304.462,		6254.885,		7266.606,		-0.2076,		1.0014,		0.9969,		3350574,		693621
5962,		-1,		1,		4.119,		4.092,		4.04,		5.62,		7175.044,		7129.206,		7037.85,		9790.441,		-0.1481,		0.9883,		0.9968,		18615901,		2787885
5799,		-1,		1,		10.119,		10.068,		9.938,		14.119,		16651.178,		16566.515,		16352.947,		23233.531,		-0.179,		0.9999,		0.9973,		1841145,		321519
6505,		-1,		1,		5.89,		5.841,		5.744,		8.074,		7919.231,		7853.449,		7723.462,		10855.814,		-0.2719,		0.9993,		0.9963,		1676453,		447274
6235,		-1,		1,		19.602,		19.495,		19.271,		27.441,		52037.19,		51753.166,		51156.977,		72847.071,		-0.5774,		0.9937,		0.9951,		4403270,		2555635
6390,		-1,		1,		19.437,		19.327,		19.068,		27.1,		34656.576,		34460.469,		33998.176,		48320.009,		-0.5779,		0.9941,		0.9967,		2937606,		1704725
3192,		3,		-1,		14.826,		74.922,		14.684,		16.825,		17268.816,		87268.138,		17103.763,		19597.441,		0.9945,		-0.3333,		0.9976,		8370858,		6357886
5662,		-1,		1,		10.094,		10.042,		9.951,		14.159,		15787.945,		15706.846,		15563.893,		22144.985,		-0.1836,		0.9999,		0.9959,		1739554,		307344
6046,		-1,		1,		7.967,		7.931,		7.791,		11.053,		14470.961,		14405.169,		14150.305,		20075.865,		-0.2104,		0.9981,		0.9966,		3811106,		796351
4268,		-1,		1,		9.896,		10.008,		9.969,		11.705,		11872.454,		12006.713,		11960.044,		14042.891,		-0.6467,		0.9996,		0.9961,		1237544,		799672
5411,		-1,		1,		8.035,		8.05,		7.99,		9.304,		13996.663,		14023.451,		13918.872,		16208.268,		-0.4385,		0.999,		0.9971,		3124539,		1371126
4915,		-1,		1,		11.588,		11.698,		11.622,		13.495,		20915.133,		21114.253,		20977.324,		24357.225,		-0.2361,		0.9998,		0.9966,		2992575,		705086
5802,		-1,		1,		10.167,		10.105,		9.977,		14.174,		19954.654,		19833.469,		19580.571,		27819.307,		-0.1759,		0.9998,		0.9967,		2203721,		384645
5241,		-1,		1,		29.155,		29.191,		28.965,		34.002,		50432.252,		50494.058,		50102.805,		58815.425,		-0.5234,		0.9971,		0.9968,		3409495,		1788924
6465,		-1,		1,		6.037,		5.989,		5.894,		8.294,		9008.608,		8936.776,		8795.768,		12376.09,		-0.2606,		0.997,		0.9974,		4804302,		1246953
1964,		-1,		1,		26.11,		27.421,		27.334,		27.399,		39139.882,		41105.247,		40974.382,		41071.134,		-0.5375,		0.9998,		0.9979,		752548,		403025
5702,		-1,		1,		9.923,		9.872,		9.783,		13.915,		4582.612,		4558.744,		4517.623,		6425.746,		-0.2401,		1.0,		0.9959,		504379,		89211
4615,		-1,		1,		3.07,		3.089,		3.073,		3.535,		5461.06,		5494.057,		5466.724,		6288.271,		-0.2191,		0.9871,		0.9978,		2835078,		627726
5571,		-1,		3,		17.33,		17.234,		17.044,		24.29,		15630.994,		15544.828,		15373.395,		21908.89,		-0.0873,		1.0,		0.9974,		399649,		101658
6083,		-1,		1,		7.896,		17.481,		7.741,		10.975,		13292.485,		29429.821,		13032.388,		18476.839,		-0.2095,		0.9987,		0.9965,		3497260,		729177
6126,		-1,		1,		7.624,		7.584,		7.471,		10.592,		9213.315,		9165.289,		9029.019,		12800.391,		-0.2003,		0.9882,		0.9965,		6677651,		1336437
5392,		-1,		1,		15.486,		15.517,		15.425,		18.078,		26463.892,		26516.426,		26359.369,		30894.072,		-0.5323,		0.9992,		0.9972,		1854402,		984645
5874,		-1,		1,		19.451,		19.386,		19.216,		27.4,		31796.772,		31691.586,		31413.945,		44792.089,		-0.2522,		1.0,		0.9974,		806988,		198655
5237,		-1,		1,		9.788,		9.786,		9.688,		11.35,		17072.265,		17068.747,		16896.635,		19795.34,		-0.5427,		0.9998,		0.9971,		1201879,		651187
5559,		-1,		3,		9.734,		9.673,		9.552,		13.567,		8873.809,		8818.092,		8707.397,		12367.635,		-0.0603,		1.0,		0.9966,		979135,		173398
4798,		-1,		1,		7.894,		7.978,		7.917,		9.216,		17450.283,		17636.007,		17501.561,		20372.737,		-0.2073,		0.9988,		0.9963,		9329970,		1934990
6413,		-1,		1,		11.039,		10.994,		10.835,		15.382,		22665.056,		22571.586,		22244.99,		31581.078,		-0.3134,		0.9982,		0.9974,		3085279,		965586
1912,		3,		-1,		18.838,		18.877,		18.844,		18.898,		18964.107,		19003.404,		18970.658,		19025.236,		0.9985,		-0.3349,		0.9974,		4000543,		2877080
5774,		-1,		1,		17.482,		17.377,		17.148,		24.389,		25531.111,		25377.593,		25043.621,		35618.978,		-0.2585,		1.0,		0.9971,		649003,		163899
4663,		-1,		1,		10.321,		10.468,		10.427,		12.201,		19495.338,		19771.776,		19694.4,		23045.711,		-0.2387,		0.989,		0.9968,		2776734,		668763
6286,		-1,		1,		27.843,		27.691,		27.331,		38.867,		39881.419,		39664.578,		39147.82,		55672.832,		-0.6629,		0.9989,		0.9952,		1133885,		747705
6323,		-1,		1,		18.288,		18.226,		18.021,		25.606,		26300.778,		26212.23,		25916.842,		36825.47,		-0.531,		0.9992,		0.9965,		976702,		512848
2806,		3,		-1,		19.885,		19.85,		19.687,		19.929,		24388.893,		24345.886,		24146.257,		24442.384,		0.9987,		-0.3349,		0.9975,		5086014,		3655340
5269,		-1,		1,		14.331,		14.361,		14.233,		16.688,		27090.893,		27147.069,		26905.869,		31545.729,		-0.4333,		0.9967,		0.9968,		6052624,		2621274
4898,		-1,		1,		7.798,		7.877,		7.825,		9.09,		14030.316,		14172.334,		14077.534,		16353.547,		-0.2041,		0.9876,		0.9966,		7534288,		1555359
6150,		-1,		2,		15.214,		15.154,		14.994,		21.365,		26275.11,		26171.424,		25895.87,		36898.088,		-0.0858,		0.9998,		0.9959,		16616120,		2848857
5439,		-1,		1,		6.368,		6.363,		6.3,		7.315,		8655.198,		8648.501,		8562.665,		9942.084,		-0.435,		0.9999,		0.9971,		803508,		346087
5357,		-1,		1,		22.527,		22.561,		22.418,		26.224,		36968.92,		37025.492,		36790.383,		43036.526,		-0.5263,		0.9994,		0.9971,		2564853,		1346957
4803,		-1,		1,		7.782,		7.871,		7.836,		9.131,		12472.145,		12613.868,		12558.741,		14634.521,		-0.2083,		0.9988,		0.9954,		6674919,		1384652
5914,		-1,		1,		5.19,		5.156,		5.084,		7.127,		5761.366,		5723.961,		5644.649,		7912.458,		-0.176,		0.9975,		0.9975,		3725914,		654053
6243,		-1,		1,		19.295,		19.218,		18.985,		27.027,		32501.55,		32372.829,		31978.982,		45525.534,		-0.5761,		0.9908,		0.9942,		2751605,		1598561
6488,		-1,		1,		6.067,		6.04,		5.959,		8.384,		9952.919,		9909.504,		9776.103,		13753.593,		-0.2688,		0.9993,		0.9968,		2114833,		564287
5614,		-1,		1,		10.1,		10.045,		9.944,		14.141,		17569.266,		17474.259,		17297.839,		24599.84,		-0.1783,		0.9997,		0.9965,		1934123,		342008
4703,		-1,		1,		7.916,		8.005,		7.954,		9.282,		4791.228,		4845.088,		4814.315,		5618.255,		-0.2137,		0.9999,		0.9964,		1065798,		227760
6030,		-1,		2,		8.013,		7.969,		7.842,		11.127,		6461.742,		6426.338,		6323.528,		8972.627,		-0.0994,		0.9941,		0.9961,		4685052,		935373
6195,		-1,		1,		10.027,		9.973,		9.828,		13.946,		16975.187,		16884.527,		16638.969,		23609.732,		-0.6897,		0.9999,		0.9967,		530112,		364551
5309,		-1,		1,		18.137,		18.168,		18.026,		21.125,		29005.996,		29055.436,		28828.508,		33783.663,		-0.4318,		0.9966,		0.9971,		6478557,		2802230
4648,		-1,		1,		10.797,		10.912,		10.85,		12.676,		19317.811,		19524.254,		19413.007,		22679.721,		-0.237,		0.9876,		0.9968,		2746875,		658942
1967,		-1,		1,		25.532,		26.674,		26.599,		26.668,		61856.19,		64624.169,		64442.472,		64609.627,		-0.5952,		0.9999,		0.997,		666895,		385287
6466,		-1,		1,		6.095,		6.048,		5.945,		8.368,		9218.701,		9148.006,		8991.192,		12655.521,		-0.2605,		0.9963,		0.9973,		4916883,		1276907
6308,		-1,		1,		14.554,		14.508,		14.342,		20.379,		15841.342,		15790.787,		15610.544,		22182.022,		-0.5847,		0.9978,		0.9957,		1351616,		790315
5242,		-1,		1,		28.848,		28.883,		28.659,		33.63,		49553.524,		49613.058,		49228.973,		57767.583,		-0.5244,		0.9982,		0.9968,		3350544,		1759488
5801,		-1,		1,		10.191,		10.138,		10.009,		14.222,		17882.091,		17789.173,		17562.162,		24954.496,		-0.1756,		0.9998,		0.9969,		1975721,		344882
4916,		-1,		1,		11.594,		11.665,		11.589,		13.451,		20611.013,		20738.217,		20603.088,		23913.16,		-0.2367,		0.9998,		0.9968,		2940766,		693788
1667,		17,		-1,		13.348,		13.9,		13.843,		13.857,		4801.151,		4999.752,		4979.066,		4984.04,		0.999,		-0.0594,		0.9974,		6338308,		5209049
6125,		-1,		1,		8.219,		8.176,		8.048,		11.428,		14482.114,		14405.514,		14181.184,		20135.195,		-0.1982,		0.9922,		0.9965,		10508524,		2097575
4948,		-1,		1,		11.384,		11.506,		11.41,		13.288,		14265.356,		14418.595,		14298.363,		16650.671,		-0.2386,		0.9998,		0.9965,		2042120,		482120
6080,		-1,		1,		11.785,		11.734,		11.542,		16.387,		12909.424,		12852.912,		12642.779,		17949.247,		-0.2462,		0.9958,		0.9967,		2343849,		577088
5572,		-1,		1,		18.133,		18.034,		17.836,		25.423,		11604.162,		11540.707,		11413.809,		16269.008,		-0.1688,		1.0,		0.997,		602174,		101088
6356,		-1,		1,		18.569,		18.48,		18.293,		26.013,		19653.66,		19559.724,		19362.482,		27533.497,		-0.6717,		0.9998,		0.9963,		574885,		385153
6438,		-1,		1,		11.281,		11.238,		11.093,		15.75,		19804.062,		19728.697,		19474.674,		27650.009,		-0.3099,		0.9984,		0.9967,		2812662,		872650
4616,		-1,		1,		3.111,		3.142,		3.125,		3.597,		5823.145,		5880.796,		5850.183,		6733.231,		-0.2183,		0.9874,		0.9973,		3036520,		669997
5701,		-1,		1,		9.893,		9.842,		9.753,		13.872,		15646.577,		15564.544,		15424.503,		21938.076,		-0.1817,		0.9999,		0.9962,		1726058,		305779
6268,		-1,		1,		19.023,		18.926,		18.69,		26.59,		30619.793,		30463.621,		30084.031,		42799.525,		-0.5776,		0.9927,		0.9941,		2592890,		1506346
6506,		-1,		1,		5.977,		5.931,		5.83,		8.2,		10281.091,		10202.098,		10028.521,		14105.061,		-0.2599,		0.9938,		0.9966,		5478745,		1425464
4728,		-1,		1,		5.938,		6.007,		5.952,		6.923,		7268.09,		7352.98,		7285.752,		8474.192,		-0.211,		0.9997,		0.9967,		3867707,		815486
5961,		-1,		1,		4.118,		4.092,		4.043,		5.624,		9210.953,		9151.519,		9043.024,		12578.249,		-0.1481,		0.9888,		0.997,		23885436,		3573852
4876,		-1,		1,		5.772,		5.809,		5.755,		6.647,		6694.147,		6737.225,		6674.737,		7708.288,		-0.2108,		0.9995,		0.9967,		3558075,		744526
5287,		-1,		1,		37.349,		37.468,		37.239,		43.669,		64149.321,		64353.725,		63960.875,		75003.856,		-0.521,		0.9978,		0.9966,		4365467,		2278187
3577,		1,		-1,		18.65,		19.734,		19.653,		22.564,		21094.89,		22320.155,		22229.14,		25521.586,		0.9913,		-0.9937,		0.9973,		1909980,		1115787
5322,		-1,		1,		28.876,		28.963,		28.743,		33.694,		50122.693,		50274.353,		49892.969,		58486.896,		-0.5237,		0.9976,		0.997,		3440797,		1805948
5412,		-1,		1,		7.993,		8.008,		7.947,		9.253,		13351.675,		13375.219,		13274.352,		15455.905,		-0.4405,		0.9991,		0.9971,		2975842,		1306282
3804,		-1,		1,		9.839,		9.854,		9.878,		11.586,		8766.085,		8779.756,		8800.886,		10322.785,		-0.5107,		0.6228,		0.9918,		11037509,		9050483
6045,		-1,		1,		8.096,		8.052,		7.917,		11.232,		14054.726,		13978.711,		13743.539,		19498.813,		-0.2092,		0.9989,		0.9963,		3695815,		771065
5661,		-1,		1,		10.088,		10.036,		9.944,		14.147,		18597.545,		18502.609,		18332.001,		26081.932,		-0.1789,		0.9999,		0.9956,		2052874,		363274
6393,		-1,		1,		19.28,		19.208,		18.956,		26.943,		34710.897,		34581.427,		34127.096,		48506.527,		-0.577,		0.9929,		0.9965,		2944974,		1710115
6236,		-1,		1,		18.242,		18.142,		17.933,		25.535,		31853.131,		31677.487,		31312.086,		44586.708,		-0.5803,		0.9952,		0.9952,		2700013,		1569733
5649,		-1,		1,		11.874,		11.813,		11.71,		16.705,		14932.322,		14855.702,		14725.443,		21006.474,		-0.2926,		1.0,		0.9972,		398236,		113411
5917,		3,		-1,		7.037,		6.994,		6.895,		9.743,		5886.466,		5849.831,		5767.262,		8149.586,		0.9929,		-0.3351,		0.9974,		3824396,		660673
4800,		-1,		1,		7.771,		7.859,		7.809,		9.093,		11538.025,		11667.776,		11593.781,		13500.899,		-0.2064,		0.9834,		0.9959,		6172819,		1283499
6196,		-1,		1,		29.389,		29.244,		28.895,		41.111,		26204.167,		26075.34,		25764.106,		36656.381,		-0.6556,		0.9949,		0.9963,		749026,		493459
6033,		-1,		1,		15.297,		21.367,		15.029,		21.36,		23781.445,		33218.836,		23365.883,		33208.243,		-0.2442,		0.9961,		0.9962,		4305190,		1048554
4700,		-1,		1,		19.397,		19.656,		19.609,		22.899,		23631.165,		23946.451,		23888.999,		27896.67,		-0.2307,		0.9998,		0.9963,		3332486,		769002
5617,		-1,		1,		10.228,		10.174,		10.071,		14.324,		17904.55,		17810.449,		17629.262,		25074.611,		-0.1771,		0.9998,		0.9964,		1972679,		347674
6240,		-1,		1,		19.078,		18.999,		18.796,		26.752,		24094.852,		23995.7,		23739.088,		33787.651,		-0.582,		0.9955,		0.9946,		2044423,		1187256
6410,		-1,		1,		10.983,		10.919,		10.769,		15.292,		17981.165,		17875.471,		17630.594,		25035.181,		-0.3147,		0.9992,		0.9973,		2440381,		764465
4150,		-1,		1,		19.331,		19.356,		19.348,		22.679,		22732.406,		22761.377,		22752.538,		26669.245,		-0.7608,		0.9985,		0.9961,		1859693,		1416070
5877,		-1,		1,		20.171,		20.116,		19.937,		28.434,		36025.407,		35927.004,		35607.317,		50783.54,		-0.244,		1.0,		0.9973,		911827,		222137
5391,		-1,		1,		15.099,		15.13,		15.045,		17.632,		22497.022,		22542.986,		22416.846,		26270.941,		-0.5373,		0.9992,		0.997,		1578622,		839688
5829,		-1,		1,		12.191,		12.14,		12.007,		17.116,		21539.957,		21451.25,		21216.082,		30242.939,		-0.1701,		0.9996,		0.9967,		2371264,		402760
6285,		-1,		1,		27.657,		27.543,		27.187,		38.666,		46095.859,		45906.983,		45313.222,		64445.582,		-0.6608,		0.9989,		0.9951,		1310017,		865045
4660,		-1,		1,		10.553,		10.693,		10.655,		12.455,		15856.93,		16067.881,		16010.781,		18715.066,		-0.2435,		0.9998,		0.9968,		2256289,		540162
5777,		-1,		1,		20.094,		19.987,		19.724,		28.084,		35284.858,		35097.501,		34634.438,		49315.587,		-0.2477,		1.0,		0.9969,		887868,		216754
6357,		-1,		1,		9.455,		9.406,		9.275,		13.144,		11120.894,		11063.662,		10908.605,		15460.365,		-0.6932,		0.9999,		0.9965,		347219,		240158
4617,		-1,		1,		3.085,		3.116,		3.101,		3.568,		5368.836,		5423.36,		5396.982,		6208.378,		-0.2205,		0.9877,		0.9977,		2796566,		617843
5700,		-1,		1,		9.914,		9.862,		9.772,		13.899,		16434.648,		16347.987,		16199.268,		23041.046,		-0.1791,		0.9998,		0.9958,		1810189,		319908
3155,		-1,		1,		23.045,		23.03,		22.814,		26.092,		59946.39,		59908.606,		59345.537,		67872.943,		-0.7859,		0.9894,		0.9977,		11508719,		9140138
6439,		-1,		1,		11.098,		11.052,		10.912,		15.49,		19134.529,		19055.773,		18814.115,		26707.416,		-0.3099,		0.9976,		0.9969,		2723738,		844705
6081,		-1,		1,		8.271,		8.228,		8.107,		11.508,		14619.469,		14544.415,		14330.1,		20341.663,		-0.2525,		0.9994,		0.9969,		2656698,		670411
1666,		17,		-1,		13.517,		14.009,		13.962,		13.982,		11793.149,		12222.486,		12180.989,		12198.384,		0.9989,		-0.0594,		0.9971,		15485678,		12730301
4949,		-1,		1,		11.584,		11.709,		11.609,		13.525,		19267.722,		19475.453,		19309.311,		22495.289,		-0.2372,		0.9997,		0.9966,		2756574,		649767
6124,		-1,		1,		8.187,		8.158,		8.032,		11.403,		14342.124,		14292.155,		14070.19,		19975.205,		-0.1978,		0.989,		0.9965,		10427516,		2083838
5573,		-1,		1,		17.88,		17.782,		17.588,		25.069,		32390.012,		32213.282,		31860.284,		45413.1,		-0.1698,		1.0,		0.997,		1678924,		281735
3326,		-1,		1,		10.95,		11.276,		11.231,		12.924,		13546.964,		13950.033,		13893.918,		15988.824,		-0.7989,		0.9961,		0.9974,		2657851,		2124736
5800,		-1,		1,		10.048,		9.995,		9.867,		14.021,		19096.502,		18994.945,		18752.829,		26646.012,		-0.1778,		0.9999,		0.9969,		2111948,		370608
4917,		-1,		1,		11.309,		11.404,		11.329,		13.134,		18780.157,		18937.834,		18812.964,		21810.925,		-0.2379,		0.9998,		0.9966,		2687059,		633215
5243,		-1,		1,		28.868,		28.903,		28.675,		33.66,		51142.153,		51203.308,		50800.288,		59630.434,		-0.5239,		0.998,		0.9969,		3454793,		1813171
6467,		-1,		1,		6.255,		6.211,		6.102,		8.595,		10058.383,		9986.085,		9811.296,		13820.533,		-0.259,		0.995,		0.9972,		5367021,		1391739
4649,		-1,		1,		7.873,		7.959,		7.902,		9.208,		7423.669,		7504.709,		7450.632,		8682.481,		-0.2475,		0.9999,		0.9966,		1059266,		261182
1966,		-1,		1,		26.923,		26.865,		26.794,		26.868,		57678.79,		57555.576,		57401.452,		57561.443,		-0.5846,		0.9999,		0.9978,		590445,		341842
4082,		1,		-1,		19.601,		19.583,		19.543,		22.868,		24630.072,		24608.486,		24557.434,		28735.609,		0.9987,		-1.0024,		0.996,		2017777,		1537139
6309,		-1,		1,		10.031,		9.983,		9.861,		13.994,		12070.869,		12012.204,		11865.904,		16838.705,		-0.5924,		0.9988,		0.9959,		1035224,		612820
6559,		-1,		1,		11.059,		10.98,		10.821,		15.355,		17370.557,		17247.48,		16996.888,		24118.651,		-0.3076,		0.9982,		0.9965,		2995530,		915632
5660,		-1,		1,		10.115,		10.063,		9.97,		14.187,		19161.435,		19063.554,		18886.833,		26876.56,		-0.178,		0.9998,		0.9964,		2111071,		372153
6237,		-1,		1,		20.131,		20.065,		19.832,		28.247,		40118.434,		39987.534,		39522.633,		56294.475,		-0.5771,		0.9942,		0.995,		3400721,		1973215
6392,		-1,		1,		19.013,		18.926,		18.653,		26.502,		30517.684,		30377.142,		29939.966,		42538.177,		-0.5783,		0.9942,		0.9967,		2589804,		1503891
5413,		-1,		1,		7.922,		7.934,		7.877,		9.173,		12553.992,		12573.673,		12482.852,		14536.702,		-0.4401,		0.9995,		0.9972,		2798630,		1228869
6044,		-1,		1,		7.921,		7.889,		7.75,		10.996,		13881.384,		13825.122,		13581.646,		19271.335,		-0.2124,		0.9982,		0.9966,		3658453,		763521
